1.000000	0.409175	1.883180
1.000000	0.182603	0.063908
1.000000	0.663687	3.042257
1.000000	0.517395	2.305004
1.000000	0.013643	-0.067698
1.000000	0.469643	1.662809
1.000000	0.725426	3.275749
1.000000	0.394350	1.118077
1.000000	0.507760	2.095059
1.000000	0.237395	1.181912
1.000000	0.057534	0.221663
1.000000	0.369820	0.938453
1.000000	0.976819	4.149409
1.000000	0.616051	3.105444
1.000000	0.413700	1.896278
1.000000	0.105279	-0.121345
1.000000	0.670273	3.161652
1.000000	0.952758	4.135358
1.000000	0.272316	0.859063
1.000000	0.303697	1.170272
1.000000	0.486698	1.687960
1.000000	0.511810	1.979745
1.000000	0.195865	0.068690
1.000000	0.986769	4.052137
1.000000	0.785623	3.156316
1.000000	0.797583	2.950630
1.000000	0.081306	0.068935
1.000000	0.659753	2.854020
1.000000	0.375270	0.999743
1.000000	0.819136	4.048082
1.000000	0.142432	0.230923
1.000000	0.215112	0.816693
1.000000	0.041270	0.130713
1.000000	0.044136	-0.537706
1.000000	0.131337	-0.339109
1.000000	0.463444	2.124538
1.000000	0.671905	2.708292
1.000000	0.946559	4.017390
1.000000	0.904176	4.004021
1.000000	0.306674	1.022555
1.000000	0.819006	3.657442
1.000000	0.845472	4.073619
1.000000	0.156258	0.011994
1.000000	0.857185	3.640429
1.000000	0.400158	1.808497
1.000000	0.375395	1.431404
1.000000	0.885807	3.935544
1.000000	0.239960	1.162152
1.000000	0.148640	-0.227330
1.000000	0.143143	-0.068728
1.000000	0.321582	0.825051
1.000000	0.509393	2.008645
1.000000	0.355891	0.664566
1.000000	0.938633	4.180202
1.000000	0.348057	0.864845
1.000000	0.438898	1.851174
1.000000	0.781419	2.761993
1.000000	0.911333	4.075914
1.000000	0.032469	0.110229
1.000000	0.499985	2.181987
1.000000	0.771663	3.152528
1.000000	0.670361	3.046564
1.000000	0.176202	0.128954
1.000000	0.392170	1.062726
1.000000	0.911188	3.651742
1.000000	0.872288	4.401950
1.000000	0.733107	3.022888
1.000000	0.610239	2.874917
1.000000	0.732739	2.946801
1.000000	0.714825	2.893644
1.000000	0.076386	0.072131
1.000000	0.559009	1.748275
1.000000	0.427258	1.912047
1.000000	0.841875	3.710686
1.000000	0.558918	1.719148
1.000000	0.533241	2.174090
1.000000	0.956665	3.656357
1.000000	0.620393	3.522504
1.000000	0.566120	2.234126
1.000000	0.523258	1.859772
1.000000	0.476884	2.097017
1.000000	0.176408	0.001794
1.000000	0.303094	1.231928
1.000000	0.609731	2.953862
1.000000	0.017774	-0.116803
1.000000	0.622616	2.638864
1.000000	0.886539	3.943428
1.000000	0.148654	-0.328513
1.000000	0.104350	-0.099866
1.000000	0.116868	-0.030836
1.000000	0.516514	2.359786
1.000000	0.664896	3.212581
1.000000	0.004327	0.188975
1.000000	0.425559	1.904109
1.000000	0.743671	3.007114
1.000000	0.935185	3.845834
1.000000	0.697300	3.079411
1.000000	0.444551	1.939739
1.000000	0.683753	2.880078
1.000000	0.755993	3.063577
1.000000	0.902690	4.116296
1.000000	0.094491	-0.240963
1.000000	0.873831	4.066299
1.000000	0.991810	4.011834
1.000000	0.185611	0.077710
1.000000	0.694551	3.103069
1.000000	0.657275	2.811897
1.000000	0.118746	-0.104630
1.000000	0.084302	0.025216
1.000000	0.945341	4.330063
1.000000	0.785827	3.087091
1.000000	0.530933	2.269988
1.000000	0.879594	4.010701
1.000000	0.652770	3.119542
1.000000	0.879338	3.723411
1.000000	0.764739	2.792078
1.000000	0.504884	2.192787
1.000000	0.554203	2.081305
1.000000	0.493209	1.714463
1.000000	0.363783	0.885854
1.000000	0.316465	1.028187
1.000000	0.580283	1.951497
1.000000	0.542898	1.709427
1.000000	0.112661	0.144068
1.000000	0.816742	3.880240
1.000000	0.234175	0.921876
1.000000	0.402804	1.979316
1.000000	0.709423	3.085768
1.000000	0.867298	3.476122
1.000000	0.993392	3.993679
1.000000	0.711580	3.077880
1.000000	0.133643	-0.105365
1.000000	0.052031	-0.164703
1.000000	0.366806	1.096814
1.000000	0.697521	3.092879
1.000000	0.787262	2.987926
1.000000	0.476710	2.061264
1.000000	0.721417	2.746854
1.000000	0.230376	0.716710
1.000000	0.104397	0.103831
1.000000	0.197834	0.023776
1.000000	0.129291	-0.033299
1.000000	0.528528	1.942286
1.000000	0.009493	-0.006338
1.000000	0.998533	3.808753
1.000000	0.363522	0.652799
1.000000	0.901386	4.053747
1.000000	0.832693	4.569290
1.000000	0.119002	-0.032773
1.000000	0.487638	2.066236
