1.000000	0.153667	0.222785
1.000000	0.238619	1.089268
1.000000	0.208197	1.487788
1.000000	0.750921	2.852033
1.000000	0.183403	0.024486
1.000000	0.995608	3.737750
1.000000	0.151311	0.045017
1.000000	0.126804	0.001238
1.000000	0.983153	3.892763
1.000000	0.772495	2.819376
1.000000	0.784133	2.830665
1.000000	0.056934	0.234633
1.000000	0.425584	1.810782
1.000000	0.998709	4.237235
1.000000	0.707815	3.034768
1.000000	0.413816	1.742106
1.000000	0.217152	1.169250
1.000000	0.360503	0.831165
1.000000	0.977989	3.729376
1.000000	0.507953	1.823205
1.000000	0.920771	4.021970
1.000000	0.210542	1.262939
1.000000	0.928611	4.159518
1.000000	0.580373	2.039114
1.000000	0.841390	4.101837
1.000000	0.681530	2.778672
1.000000	0.292795	1.228284
1.000000	0.456918	1.736620
1.000000	0.134128	-0.195046
1.000000	0.016241	-0.063215
1.000000	0.691214	3.305268
1.000000	0.582002	2.063627
1.000000	0.303102	0.898840
1.000000	0.622598	2.701692
1.000000	0.525024	1.992909
1.000000	0.996775	3.811393
1.000000	0.881025	4.353857
1.000000	0.723457	2.635641
1.000000	0.676346	2.856311
1.000000	0.254625	1.352682
1.000000	0.488632	2.336459
1.000000	0.519875	2.111651
1.000000	0.160176	0.121726
1.000000	0.609483	3.264605
1.000000	0.531881	2.103446
1.000000	0.321632	0.896855
1.000000	0.845148	4.220850
1.000000	0.012003	-0.217283
1.000000	0.018883	-0.300577
1.000000	0.071476	0.006014
