2.99808,2.39110,1.00000
1.84147,2.27445,1.00000
2.81849,1.43819,1.00000
1.09911,2.70137,1.00000
2.48877,1.75424,1.00000
0.81957,1.66568,1.00000
1.04302,1.77819,1.00000
2.00197,0.56733,1.00000
2.68909,1.96044,1.00000
1.33336,3.41676,1.00000
1.45360,1.94371,1.00000
2.28591,1.94854,1.00000
1.06053,2.19974,1.00000
1.71143,2.10325,1.00000
0.46441,1.93502,1.00000
2.40138,3.09474,1.00000
1.97273,1.29268,1.00000
0.15236,2.03112,1.00000
1.40553,1.12181,1.00000
2.33558,2.85703,1.00000
1.31454,1.95858,1.00000
1.70011,0.88411,1.00000
0.20183,2.69173,1.00000
3.64171,1.57749,1.00000
2.20212,2.08114,1.00000
1.02565,2.16834,1.00000
1.41596,3.80037,1.00000
2.71163,0.93382,1.00000
3.68728,2.13246,1.00000
1.47108,2.34071,1.00000
1.78414,2.17987,1.00000
0.30843,1.71514,1.00000
2.35250,2.73467,1.00000
2.30139,2.73993,1.00000
2.14758,1.64487,1.00000
2.14138,1.66235,1.00000
1.96703,0.38076,1.00000
1.69593,2.29146,1.00000
3.80650,1.34812,1.00000
1.67676,1.64443,1.00000
1.70980,1.85260,1.00000
2.50240,2.37355,1.00000
1.50883,1.29398,1.00000
1.77416,1.65845,1.00000
1.81742,2.98558,1.00000
1.61713,1.36792,1.00000
3.51196,1.90199,1.00000
1.99480,2.35398,1.00000
3.11336,1.84608,1.00000
2.00650,1.75092,1.00000
6.94687,6.21952,-1.00000
7.31620,6.11849,-1.00000
5.73044,5.67316,-1.00000
6.72918,4.32851,-1.00000
6.42293,4.99822,-1.00000
5.73985,5.54391,-1.00000
6.38817,5.93246,-1.00000
7.06172,4.72957,-1.00000
5.86666,5.90524,-1.00000
6.20260,5.10956,-1.00000
7.19828,5.70323,-1.00000
6.15011,6.09118,-1.00000
7.15788,6.92513,-1.00000
5.46069,4.57457,-1.00000
5.48287,5.75420,-1.00000
6.17194,7.37465,-1.00000
6.12942,5.97583,-1.00000
4.83067,6.69495,-1.00000
6.10838,6.74735,-1.00000
4.49320,7.69341,-1.00000
7.06657,6.62956,-1.00000
6.15891,7.00905,-1.00000
6.25952,6.05122,-1.00000
6.52863,7.63281,-1.00000
5.94479,5.88828,-1.00000
4.95576,5.09678,-1.00000
5.99320,7.33598,-1.00000
7.12713,4.71121,-1.00000
4.96228,5.12240,-1.00000
6.16883,6.57931,-1.00000
7.22452,6.48716,-1.00000
5.70280,6.27895,-1.00000
6.07247,6.55725,-1.00000
6.62287,5.31785,-1.00000
4.36712,6.15878,-1.00000
6.26853,5.60519,-1.00000
5.33350,5.08406,-1.00000
5.93418,5.78305,-1.00000
6.43153,4.09678,-1.00000
6.86044,6.15907,-1.00000
5.30891,5.57066,-1.00000
5.46370,5.71773,-1.00000
6.34838,6.78394,-1.00000
5.57335,5.92176,-1.00000
5.21167,5.92906,-1.00000
6.84933,6.47640,-1.00000
6.64955,6.08595,-1.00000
6.73920,5.71523,-1.00000
6.61709,7.04504,-1.00000
7.83311,5.21148,-1.00000
