-1.06595,-2.74223,1.00000
-0.87436,-1.91486,1.00000
1.39905,-1.28352,1.00000
0.18064,-2.87754,1.00000
-0.22919,-1.86742,1.00000
-0.80280,-1.89002,1.00000
-1.09082,-2.82092,1.00000
0.27213,-1.50204,1.00000
0.54517,-1.75349,1.00000
1.52715,-0.49504,1.00000
0.79224,-2.18213,1.00000
2.05013,-1.81013,1.00000
-0.28971,-1.53344,1.00000
-0.08729,-1.03541,1.00000
-1.23857,-2.33453,1.00000
0.36229,-1.61252,1.00000
-0.37634,-1.19085,1.00000
1.19626,-2.35353,1.00000
-0.90796,0.38150,1.00000
-0.25942,-1.81355,1.00000
-1.52289,-1.94611,1.00000
-0.15017,-1.96758,1.00000
-0.48435,-1.04651,1.00000
1.49472,0.35994,1.00000
0.76739,-1.96274,1.00000
-0.14566,-3.29268,1.00000
-0.52564,-1.29580,1.00000
-0.01368,-0.11031,1.00000
0.23378,-4.04129,1.00000
-0.03792,-1.39885,1.00000
2.96343,-2.54162,1.00000
0.55917,-3.14459,1.00000
-0.01236,-0.12537,1.00000
0.08188,-1.01628,1.00000
-1.58076,-3.18028,1.00000
0.97728,-1.40387,1.00000
1.46972,-1.82079,1.00000
0.55359,-2.22848,1.00000
-0.69813,-3.35768,1.00000
-1.00623,-1.71963,1.00000
-0.28991,-1.62719,1.00000
1.32326,-0.19785,1.00000
0.79884,-1.53932,1.00000
0.74857,-2.55055,1.00000
-1.14198,-0.92818,1.00000
-1.83764,-1.98729,1.00000
0.62213,-2.06062,1.00000
-0.72497,-2.70398,1.00000
-0.21942,-2.91390,1.00000
-1.70106,-1.89340,1.00000
0.46125,1.31878,-1.00000
-0.21966,2.47292,-1.00000
-0.72485,1.25974,-1.00000
-1.29673,0.66353,-1.00000
-0.62901,3.59950,-1.00000
-2.11190,3.36413,-1.00000
1.46813,2.46463,-1.00000
1.43948,2.01831,-1.00000
-0.90613,0.15817,-1.00000
0.53227,1.92626,-1.00000
-2.54229,2.49456,-1.00000
0.08497,1.36401,-1.00000
-0.58651,1.93102,-1.00000
2.31956,2.42673,-1.00000
-0.01843,1.28213,-1.00000
-0.65178,0.04379,-1.00000
-1.69559,1.74848,-1.00000
0.03326,0.35344,-1.00000
-0.66780,1.97172,-1.00000
0.75116,0.75387,-1.00000
-0.91290,1.95108,-1.00000
-0.13772,2.94388,-1.00000
-1.13745,2.22435,-1.00000
-0.84699,2.09694,-1.00000
-0.63893,2.83309,-1.00000
-0.49550,1.28183,-1.00000
0.62215,1.38089,-1.00000
0.36914,2.48705,-1.00000
-0.71686,3.06562,-1.00000
-1.96740,1.60738,-1.00000
0.42227,2.17672,-1.00000
0.16530,0.06370,-1.00000
0.28252,2.36615,-1.00000
-0.59057,2.50575,-1.00000
-0.42572,4.40514,-1.00000
1.08347,1.10477,-1.00000
0.68101,2.38443,-1.00000
1.14194,0.26785,-1.00000
-0.89316,1.94400,-1.00000
-0.20945,1.63888,-1.00000
0.77559,1.89653,-1.00000
-1.01703,1.99858,-1.00000
-1.14801,1.87135,-1.00000
0.28083,2.91447,-1.00000
-0.08423,1.04434,-1.00000
-1.03906,2.51935,-1.00000
1.47986,0.79212,-1.00000
0.10645,2.55099,-1.00000
0.42774,2.43204,-1.00000
-1.26647,2.11234,-1.00000
