2.550250,-1.274323,-24.897896
2.345839,-0.398576,-23.759634
1.961587,-1.238267,-26.591775
1.566490,-3.583607,-32.467744
-0.150944,-1.745203,-33.943239
3.234531,-1.295181,-22.886769
0.243990,-1.663834,-32.595698
1.270813,-3.387047,-32.961657
1.408596,-3.243375,-32.260963
2.692591,-0.497316,-22.916860
2.315936,-0.086078,-23.224347
2.802602,-2.584846,-26.761884
2.076928,-1.532988,-26.835190
1.473263,-1.358309,-28.296830
3.530366,-1.645636,-22.700174
2.413337,-1.319718,-25.399424
1.624019,-0.618529,-26.365000
3.506892,-2.356083,-24.191492
2.053742,-2.832084,-29.502944
3.436765,-2.285553,-24.260812
2.977706,-3.083160,-27.233203
0.731573,-1.905354,-31.615989
1.920065,-2.050195,-28.340193
2.787454,-1.538206,-24.714052
1.533069,-3.612930,-32.626654
2.553866,-1.139559,-24.617518
1.264751,-0.663999,-27.533744
1.631799,-2.041421,-29.187444
3.031977,-0.952355,-22.808779
3.092094,-1.652961,-24.029640
2.752172,-2.069619,-25.882721
3.721910,-0.870154,-20.574579
-0.747645,-2.771171,-37.785277
1.166642,-1.442035,-29.384143
1.185837,-1.218701,-28.879890
1.311074,-1.872205,-29.811187
1.889568,-1.492346,-27.315989
3.075211,-0.785544,-22.345454
2.670582,-0.509264,-23.006784
2.237640,-1.865792,-27.018666
0.040650,0.381723,-29.114606
3.017229,-1.551200,-24.050712
1.710442,-2.048513,-28.965701
1.764911,-2.050969,-28.807204
1.739757,-1.195896,-27.172519
3.593942,-2.654162,-24.526498
2.202453,-3.820908,-31.034457
1.234329,-4.417127,-35.131266
2.725855,-2.268385,-26.359204
2.036145,-0.630485,-25.152534
0.297551,-3.748281,-36.603910
2.369055,-1.935971,-26.764776
1.560167,-2.225646,-29.770790
1.591735,-1.782732,-28.790259
0.636697,-1.397003,-30.883915
3.120879,-1.925338,-24.488038
2.746881,-2.059044,-25.877444
3.262061,-1.223527,-22.660873
3.083778,-0.673380,-22.095426
3.230222,-1.532153,-23.373639
1.667260,-3.049377,-31.096975
1.666754,-3.097054,-31.193845
0.494385,-2.814125,-34.145095
0.097311,-1.261686,-32.231440
1.354758,-2.527559,-30.990845
2.944029,-2.748719,-26.665352
1.424882,-2.244596,-30.214546
1.172540,-0.671085,-27.824550
1.565238,-1.645577,-28.595442
0.385563,-3.590499,-36.024308
1.121621,-1.116367,-28.867871
0.610201,-2.148303,-32.466004
2.226598,-2.520993,-28.362192
0.975551,-1.060274,-29.193895
2.294195,-2.623171,-28.363757
2.215802,-1.914212,-27.181018
3.389962,-2.363754,-24.557624
0.802074,-2.344063,-32.281904
1.607870,-2.500278,-30.176946
2.258542,-1.274101,-25.772576
0.979461,-3.695522,-34.452661
2.514017,-2.946973,-28.351894
2.970025,-2.736534,-26.562994
1.108940,-2.937191,-32.547563
3.509381,-2.734811,-24.941480
1.926979,-0.271770,-24.762602
2.839444,-3.188799,-27.859265
2.524831,-0.799962,-24.025429
2.689233,-0.465669,-22.863637
2.150110,-1.802390,-27.154449
1.636259,-3.809664,-32.710551
2.881767,-1.393690,-24.142080
